"scientific_name","common_name","previous_category","new_category","reason_for_change","year"
"Crax rubra","Great Curassow","NT","VU","N","2009"
"Cyanoramphus saisetti","New Caledonian Parakeet","NT","VU","N","2009"
"Egretta rufescens","Reddish Egret","LC","NT","N","2009"
"Eunymphicus cornutus","Horned Parakeet","EN","VU","N","2009"
"Foudia rubra","Mauritius Fody","CR","EN","G","2009"
"Geositta poeciloptera","Campo Miner","NT","VU","N","2009"
"Grantiella picta","Painted Honeyeater","NT","VU","G","2009"
"Gymnomyza aubryana","Crow Honeyeater","EN","CR","N","2009"
"Heliopais personatus","Masked Finfoot","VU","EN","N","2009"
"Hemitriccus kaempferi","Kaempfer's Tody-tyrant","CR","EN","N","2009"
"Heteromirafra sidamoensis","Sidamo Lark","EN","CR","G","2009"
"Hypsipetes nicobariensis","Nicobar Bulbul","VU","NT","N","2009"
"Locustella pryeri","Marsh Grassbird","VU","NT","N","2009"
"Loriculus catamene","Sangihe Hanging-parrot","EN","NT","N","2009"
"Lorius garrulus","Chattering Lory","EN","VU","N","2009"
"Loxioides bailleui","Palila","EN","CR","G","2009"
"Macronectes giganteus","Southern Giant-petrel","NT","LC","N","2009"
"Macronectes halli","Northern Giant-petrel","NT","LC","N","2009"
"Megalurulus mariei","New Caledonian Grassbird","NT","LC","N","2009"
"Menura alberti","Albert's Lyrebird","VU","NT","G","2009"
"Neomorphus radiolosus","Banded Ground-cuckoo","VU","EN","N","2009"
"Pavo muticus","Green Peafowl","VU","EN","N","2009"
"Phylloscartes roquettei","Minas Gerias Tyrannulet","CR","EN","N","2009"
"Podiceps gallardoi","Hooded Grebe","NT","EN","G","2009"
"Polemaetus bellicosus","Martial Eagle","LC","NT","N","2009"
"Primolius couloni","Blue-headed Macaw","EN","VU","N","2009"
"Pterodroma axillaris","Chatham Petrel","CR","EN","G","2009"
"Pterodroma cookii","Cook's Petrel","EN","VU","G","2009"
"Ptilinopus tannensis","Tanna Fruit-dove","NT","LC","N","2009"
"Pyrrhura devillei","Blaze-winged Parakeet","LC","NT","N","2009"
"Sericulus bakeri","Fire-maned Bowerbird","VU","NT","N","2009"
"Spizaetus floris","Fores Hawk-eagle","EN","CR","N","2009"
"Suiriri islerorum","Chapada Flycatcher","LC","NT","G","2009"
"Tachycineta cyaneoviridis","Bahama Swallow","VU","EN","N","2009"
"Terathopius ecaudatus","Bateleur","LC","NT","N","2009"
"Todiramphus farquhari","Chestnut-billed Kingfisher","VU","NT","N","2009"
"Todiramphus godeffroyi","Marquesan Kingfisher","EN","CR","G","2009"
"Tyto soumagnei","Madagascar Red Owl","EN","VU","N","2009"
"Archaeolacerta bedriagae","Bedriaga's Rock Lizard","VU","NT","N","2009"
"Darevskia alpina",NA,"DD","VU","N","2009"
"Hydrosaurus pustulatus","Crested Lizard","DD","VU","N","2009"
"Iberolacerta aranica","Aran Rock Lizard","CR","EN","N","2009"
"Montivipera bulgardaghica","Mount Bulgar Viper","CR","LC","N","2009"
"Montivipera raddei","Armenian Viper","LR/lc","NT","N","2009"
"Montivipera wagneri","Wagner's Viper","EN","CR","N","2009"
"Podarcis milensis","Miles Wall Lizard","NT","VU","N","2009"
"Vipera latastei","Lataste's Viper","NT","VU","N","2009"
"Vipera latifii","Latifi's Viper","VU","EN","N","2009"
"Vipera pontica","Black Sea Viper","CR","EN","N","2009"
"Vipera ursinii","Meadow Viper","EN","VU","N","2009"
"Bolitoglossa hiemalis",NA,"VU","DD","N","2009"
"Bolitoglossa hypacra","Paramo Frontino Salamander","VU","LC","N","2009"
"Bombina pachypus","Appenine Yello-bellied Toad","LC","EN","N","2009"
"Boophis axelmeyeri",NA,"NT","VU","N","2009"
"Bufo verrucosissimus","Caucasian Toad","LC","NT","N","2009"
"Cochranella puyoensis","Puyo Giant Glass Frog","CR","EN","N","2009"
"Cophixalus hosmeri","Clicking Rainforest Frog","VU","LC","N","2009"
"Craugastor milesi","Miles' Robber Frog","EX","CR","N","2009"
"Kaloula assamensis","Assamese Balloon Frog","DD","LC","N","2009"
"Lyciasalamandra luschani","Likya Kara Semenderi","EN","VU","N","2009"
"Mantella manery","Marojejy Mantella","DD","VU","N","2009"
"Nectophrynoides asperginis","Kihansi Spray Toad","CR","EW","G","2009"
"Neurergus microspilotus",NA,"EN","CR","N","2009"
"Ommatotriton ophryticus","Maloaziatskii Triton","LC","NT","N","2009"
"Pelodytes caucasicus","Caucasian Parsley Frog","LC","NT","N","2009"
"Pelophylax caralitanus",NA,"LC","NT","N","2009"
"Pelophylax cerigensis","Karpathos Frog","EN","CR","N","2009"
"Plethodontohyla fonetana",NA,"VU","EN","N","2009"
"Pristimantis lasalleorum",NA,"VU","DD","N","2009"
"Pristimantis satagius",NA,"VU","DD","N","2009"
"Psychrophrynella condoriri",NA,"VU","DD","N","2009"
"Psychrophrynella guillei",NA,"VU","CR","N","2009"
"Psychrophrynella harveyi",NA,"VU","DD","N","2009"
"Psychrophrynella iani",NA,"VU","DD","N","2009"
"Psychrophrynella iatamasi",NA,"VU","LC","N","2009"
"Psychrophrynella illimani",NA,"VU","CR","N","2009"
"Psychrophrynella kallawaya",NA,"VU","CR","N","2009"
"Psychrophrynella katantika",NA,"VU","LC","N","2009"
"Psychrophrynella saltator",NA,"VU","CR","N","2009"
"Rana pseudodalmatina",NA,"DD","LC","N","2009"
"Rana tavasensis","Tavas Kurbağası","DD","EN","N","2009"
"Rhacophorus margaritifer","Java Flying Frog","VU","LC","N","2009"
"Rhacophorus orlovi","Orlov's Treefrog","DD","LC","N","2009"
"Scaphiophryne menabensis",NA,"NT","VU","N","2009"
"Stefania ackawaio",NA,"VU","LC","N","2009"
"Stefania ayangannae",NA,"VU","LC","N","2009"
"Stefania coxi",NA,"VU","LC","N","2009"
"Alopias vulpinus","Common Thresher Shark","DD","VU","N","2009"
"Carcharhinus falciformis","Silky Shark","LR/lc","NT","N","2009"
"Carcharhinus obscurus","Dusky Shark","LR/nt","VU","N","2009"
"Carcharhinus plumbeus","Sandbar Shark","LR/nt","VU","N","2009"
"Cirrhigaleus barbifer","Mandarin Shark","NT","DD","N","2009"
"Cyprinodon labiosus","Thicklip Pupfish","EN","CR","N","2009"
"Dalatias licha","Kitefin Shark","DD","NT","N","2009"
"Devario pathirana","Barred Danio","CR","EN","N","2009"
"Diplomystes chilensis","Tollo","EN","DD","N","2009"
"Haploblepharus fuscus","Brown Shyshark","LR/nt","VU","N","2009"
"Haplochromis worthingtoni",NA,"CR","DD","N","2009"
"Hemigaleus microstoma","Sickle Fin Weasel Shark","LC","VU","N","2009"
"Ilyodon whitei","Balsas Splitfin","CR","LC","N","2009"
"Isurus oxyrinchus","Shortfin Mako","LR/nt","VU","N","2009"
"Lamna ditropis","Herring Shark","DD","LC","N","2009"
"Leiopotherapon macrolepis","Kimberley Spamgled Perch","LR/nt","LC","N","2009"
"Mogurnda furva","Black Mogurnda","VU","CR","N","2009"
"Mogurnda variegata","Variegated Gudgeon","VU","CR","N","2009"
"Monopterus indicus","Bombay Swampeel","DD","NT","N","2009"
"Mustelus mustelus","Common Smoothhound","LR/lc","VU","N","2009"
"Neochanna apoda","Brown Mudfish","LR/nt","VU","G","2009"
"Odontaspis ferox","Small-tooth Sand Tiger Shark","DD","VU","N","2009"
"Pangasius sanitwongsei","Giant Pangasius","DD","CR","N","2009"
"Pingalla midgleyi","Black-blotch Grunter","LR/nt","LC","N","2009"
"Prototroctes maraena","Australian Grayling","VU","NT","G","2009"
"Pseudomugil connieae","Popondetta Blue-eye","LR/lc","VU","G","2009"
"Sphyrna lewini","Scalloped Hammerhead","LR/nt","EN","N","2009"
"Sphyrna zygaena","Smooth Hammerhead","LR/nt","VU","N","2009"
"Triakis acutipinna","Sharpfin Houndshark","VU","EN","N","2009"
"Triakis semifasciata","Leopard Shark","LR/cd","LC","G","2009"
"Yunnanilus macrogaster",NA,"VU","DD","N","2009"
"Argiagrion leoninum",NA,"LC","DD","N","2009"
"Biomphalaria tchadiensis",NA,"VU","EN","G","2009"
"Chalcothore montgomeryi","Tepui Bannerwing","NT","LC","N","2009"
"Chlorogomphus iriomotensis",NA,"EN","LC","N","2009"
"Enallagma recurvatum","Pine Barrens Bluet","LC","NT","N","2009"
"Epigomphus echeverrii","Volvano Knobtail","EN","LC","N","2009"
"Hemicordulia okinawensis",NA,"VU","LC","N","2009"
"Heteragrion eboratum","Ivory-faced Flatwing","VU","NT","N","2009"
"Heteropodagrion sanguinipes",NA,"LC","EN","N","2009"
"Imperturbatia violescens",NA,"DD","EN","N","2009"
"Isomma hieroglyphicum",NA,"DD","LC","N","2009"
"Kalocora aurea",NA,"EN","DD","N","2009"
"Leptogomphus yayeyamensis",NA,"EN","LC","N","2009"
"Macromidia ishidai",NA,"EN","LC","N","2009"
"Nemoron nomas",NA,"EN","VU","N","2009"
"Palaemnema gigantula","Elongate Shadowdamsel","EN","LC","N","2009"
"Paludomus ajanensis",NA,"CR","EN","N","2009"
"Partula affinis","Polynesian Tree Snail","EX","CR","N","2009"
"Partula filosa","Polynesian Tree Snail","CR","EX","N","2009"
"Partula garretti","Polynesian Tree Snail","EW","EX","N","2009"
"Partula hyalina","Polynesian Tree Snail","CR","VU","N","2009"
"Partula labrusca","Polynesian Tree Snail","EW","EX","G","2009"
"Partula nodosa","Polynesian Tree Snail","EX","EW","N","2009"
"Partula rosea","Polynesian Tree Snail","CR","EW","G","2009"
"Partula taeniata","Polynesian Tree Snail","EW","CR","N","2009"
"Partula varia","Polynesian Tree Snail","CR","EW","G","2009"
"Phyllopetalia pudu","Pudu Redspot","DD","LC","N","2009"
"Protoneura dunklei","Purple Threadtail","EN","LC","N","2009"
"Protoneura sanguinipes","Red-legged Threadtail","EN","LC","N","2009"
"Samoana annectens","Polynesian Tree Snail","EN","DD","N","2009"
"Samoana attenuata","Polynesian Tree Snail","EN","CR","G","2009"
"Samoana diaphana","Polynesian Tree Snail","EN","DD","N","2009"
"Sciotropis lattkei","Paria Wood Elf","VU","EN","N","2009"
"Stenocora percornuta","Horned Bannerwing","DD","NT","N","2009"
"Aloe ballyi","Rat Aloe","VU","EN","N","2009"
"Annickia kummerae",NA,"VU","EN","N","2009"
"Anonidium usambarense",NA,"EX","DD","N","2009"
"Dalbergia mollis","Rosewood","EN","LR/nt","N","2009"
"Lettowianthus stellatus",NA,"VU","NT","N","2009"
"Polyceratocarpus scheffleri",NA,"VU","EN","N","2009"
"Schefflera lukwangulensis",NA,"VU","EN","N","2009"
"Toussaintia orientalis",NA,"VU","EN","G","2009"
"Uvariodendron gorgonis",NA,"VU","EN","N","2009"
"Uvariodendron oligocarpum",NA,"VU","EN","N","2009"
"Uvariodendron usambarense",NA,"VU","EN","N","2009"
"Uvariopsis bisexualis",NA,"VU","EN","N","2009"
"Apomys insignis","Mindanao Montane Forest Mouse","NT","LC","N","2010.2"
"Calomys hummelincki","Hummelinck's Vesper Mouse","VU","LC","N","2010.2"
"Calyptophractus retusus","Greater Fairy Armadillo","NT","DD","N","2010.2"
"Chaetodipus goldmani","Goldman's Pocket Mouse","VU","NT","N","2010.2"
"Dendrolagus mbaiso","Dingiso","CR","EN","N","2010.2"
"Eupetaurus cinereus","Woolly Flying Squirrel","DD","EN","N","2010.2"
"Gerbillus gleadowi","Little Hairy-footed Gerbil","NT","LC","N","2010.2"
"Hyperacrius fertilis","Burrowing Vole","VU","NT","N","2010.2"
"Lonchophylla hesperia","Western Nectar Bat","VU","NT","N","2010.2"
"Microakodontomys transitorius","Transitional Colilargo","VU","EN","N","2010.2"
"Myrmecophaga tridactyla","Giant Anteater","NT","VU","N","2010.4"
"Octodon lunatus","Moon-toothed Degu","VU","NT","N","2010.2"
"Paramelomys levipes","Papuan Lowland Paramelomys","DD","LC","N","2010.2"
"Petaurista magnificus","Hodgson's Giant Flying Squirrel","NT","LC","N","2010.2"
"Petaurista nobilis","Bhutan Giant Flying Squirrel","VU","NT","N","2010.2"
"Praomys delectorum","East African Praomys","NT","LC","N","2010.2"
"Proechimys goeldii","Goeldi's Spiny Rat","VU","LC","N","2010.2"
"Proechimys roberti","Roberto's Spiny Rat","VU","LC","N","2010.2"
"Pteropus capistratus","Bismarck Flying Fox","EN","NT","N","2010.2"
"Pteropus insularis","Ruck Flying Fox","DD","CR","N","2010.2"
"Ratufa indica","Indian Giant Squirrel","NT","LC","N","2010.2"
"Reithrodontomys microdon","Small-toothed Harvest Mouse","VU","LC","N","2010.2"
"Rhinolophus hillorum","Upland Horseshoe Bat","VU","NT","N","2010.2"
"Rhipidomys modicus","Peruvian Rhipidomys","NT","LC","N","2010.2"
"Scotonycteris ophiodon","Pohle's Fruit Bat","VU","NT","N","2010.2"
"Styloctenium wallacei","Stripe-faced Fruit Bat","VU","NT","N","2010.2"
"Tadarida petersoni","Peterson's Free-tailed Bat","VU","NT","N","2010.2"
"Uromys neobritannicus","Bismarck Giant Rat","EN","NT","N","2010.2"
"Amytornis dorotheae","Carpentarian Grasswren","NT","VU","N","2010.3"
"Balearica pavonina","Black Crowned-crane","NT","VU","G","2010.3"
"Bucorvus cafer","Southern Ground-hornbill","LC","VU","N","2010.3"
"Calidris tenuirostris","Great Knot","LC","VU","G","2010.3"
"Chaetura pelagica","Chimney Swift","LC","NT","G","2010.3"
"Cinclodes palliatus","White-bellied Cinclodes","EN","CR","N","2010.3"
"Coturnix japonica","Japanese Quail","LC","NT","N","2010.3"
"Crax globulosa","Wattled Curassow","VU","EN","N","2010.3"
"Crex crex","Corncrake","NT","LC","N","2010.3"
"Cyanolimnas cerverai","Zapata Rail","EN","CR","G","2010.3"
"Cyrtonyx ocellatus","Ocellated Quail","NT","VU","N","2010.3"
"Dicrurus waldenii","Mayotte Drongo","EN","VU","N","2010.3"
"Emberiza jankowskii","Rufous-backed Bunting","VU","EN","G","2010.3"
"Falco cherrug","Saker Falcon","EN","VU","N","2010.3"
"Francolinus swierstrai","Swierstra's Francolin","VU","EN","N","2010.3"
"Gallinago macrodactyla","Madagascar Snipe","NT","VU","N","2010.3"
"Gavia adamsii","Yellow-billed Loon","LC","NT","N","2010.3"
"Loxia scotica","Scottish Crossbill","DD","LC","N","2010.3"
"Monarcha julianae","Black-backed Monarch","DD","VU","N","2010.3"
"Mulleripicus pulverulentus","Great Slaty Woodpecker","LC","VU","N","2010.3"
"Neotis ludwigii","Ludwig's Bustard","LC","EN","N","2010.3"
"Nesofregetta fuliginosa","White-throated Storm-petrel","VU","EN","N","2010.3"
"Numenius madagascariensis","Far Eastern Curlew","LC","VU","G","2010.3"
"Ognorhynchus icterotis","Yellow-eared Parrot","CR","EN","G","2010.3"
"Phoebastria immutabilis","Laysan Albatross","VU","NT","N","2010.3"
"Picumnus limae","Ochraceous Piculet","VU","LC","N","2010.3"
"Psarocolius cassini","Baudo Oropendola","VU","EN","N","2010.3"
"Pycnonotus priocephalus","Grey-headed Bulbul","LC","NT","N","2010.3"
"Pyrrhula murina","Azores Bullfinch","CR","EN","N","2010.3"
"Robsonius rabori","Rusty-faced Babbler","NT","VU","N","2010.3"
"Sitta whiteheadi","Corsican Nuthatch","LC","VU","N","2010.3"
"Spheniscus demersus","African Penguin","VU","EN","G","2010.3"
"Spizaetus isidori","Black-and-chestnut Eagle","NT","VU","N","2010.3"
"Stachyris herberti","Sooty Babbler","NT","LC","N","2010.3"
"Sturnus melanopterus","Black-winged Starling","EN","CR","G","2010.3"
"Syrmaticus ellioti","Elliot's Pheasant","VU","NT","N","2010.3"
"Tachybaptus rufolavatus","Alaotra Grebe","CR","EX","N","2010.3"
"Tanysiptera ellioti","Kofiau Paradise-kingfisher","DD","EN","N","2010.3"
"Thalassarche eremita","Chatham Albatross","CR","VU","N","2010.3"
"Cuora yunnanensis","Yunnan Box Turtle","EX","CR","N","2010.1"
"Aprasia aurita","Eared Worm-lizard","VU","CR","G","2010.4"
"Bradypodion setaroi","Setaro's Dwarf Chameleon","EN","LC","N","2010.4"
"Bradypodion taeniabronchum","Smith's Dwarf Chamaeleon","CR","EN","N","2010.4"
"Cordylus spinosus","Spiny Crag Lizard","LR/nt","LC","N","2010.4"
"Ctenosaura oedirhina","Roatán Spiny-tailed Iguana","CR","EN","N","2010.4"
"Echiopsis curta","Bardick","VU","NT","N","2010.4"
"Elachistodon westermanni","Indian Egg-eater","DD","LC","N","2010.4"
"Epicrates inornatus","Yellow Tree Boa","LR/nt","LC","N","2010.4"
"Goniurosaurus kuroiwae","Kuroiwa's Ground Gecko","VU","EN","N","2010.4"
"Iguana delicatissima","Lesser Antillean Iguana","VU","EN","G","2010.4"
"Lamprophis fiskii","Fisk's House Snake","VU","DD","N","2010.4"
"Lepidoblepharis montecanoensis","Paraguanan Ground Gecko","CR","DD","N","2010.4"
"Liolaemus constanzae","Constanze's Tree Iguana","DD","LC","N","2010.4"
"Liolaemus hellmichi","Hellmich's Tree Iguana","DD","LC","N","2010.4"
"Lygosoma haroldyoungi","Banded Supple Skink","DD","LC","N","2010.4"
"Lygosoma koratense","Korat Supple Skink","DD","LC","N","2010.4"
"Oligosoma fallai","Falla's Skink","LR/nt","VU","N","2010.4"
"Oligosoma notosaurus","Southern Skink","LR/lc","DD","N","2010.4"
"Oligosoma oliveri","Marbled Skink","LR/lc","NT","N","2010.4"
"Oligosoma otagense","Otago Skink","VU","EN","G","2010.4"
"Phoboscincus bocourti","Bocourt's Eyelid Skink","DD","EN","N","2010.4"
"Amietia vandijki",NA,"DD","LC","N","2010.3"
"Anhydrophryne ngongoniensis","Mistbelt Chirping Frog","CR","EN","N","2010.4"
"Arthroleptella drewesii","Drewes’ Moss Frog","DD","NT","N","2010.4"
"Breviceps bagginsi",NA,"DD","VU","N","2010.3"
"Breviceps gibbosus","Giant Rain Frog","VU","NT","N","2010.3"
"Breviceps sopranus","Whistling Rain Frog","DD","LC","N","2010.3"
"Breviceps sylvestris","Forest Rain Frog","VU","EN","N","2010.3"
"Cacosternum capense","Cape Dainty Frog","VU","NT","N","2010.4"
"Cacosternum karooicum","Karoo Dainty Frog","DD","LC","N","2010.4"
"Cacosternum striatum","Striped Caco","DD","LC","N","2010.4"
"Ghatixalus variabilis",NA,"DD","EN","N","2010.4"
"Melanophryniscus spectabilis",NA,"LC","DD","N","2010.4"
"Vandijkophrynus amatolicus","Amatola Toad","EN","CR(PE)","G","2010.3"
"Acipenser baerii","Siberian Sturgeon","VU","EN","N","2010.1"
"Acipenser gueldenstaedtii","Russian Sturgeon","EN","CR","N","2010.1"
"Acipenser mikadoi","Sakhalin Sturgeon","EN","CR","N","2010.1"
"Acipenser naccarii","Adriatic Sturgeon","VU","CR(PE)","N","2010.1"
"Acipenser nudiventris","Ship Sturgeon","EN","CR","N","2010.1"
"Acipenser persicus","Persian Sturgeon","EN","CR","N","2010.1"
"Acipenser schrenckii","Amur Sturgeon","EN","CR","N","2010.1"
"Acipenser sinensis","Chinese Sturgeon","EN","CR","N","2010.1"
"Acipenser stellatus","Stellate Sturgeon","EN","CR","N","2010.1"
"Alosa alabamae","Alabama Shad","EN","DD","N","2010.3"
"Aphyosemion alpha",NA,"NT","EN","N","2010.3"
"Aphyosemion louessense",NA,"LC","VU","N","2010.3"
"Barbus deguidei",NA,"LC","DD","N","2010.3"
"Barbus luapulae",NA,"DD","LC","N","2010.3"
"Benitochromis batesii",NA,"LC","VU","N","2010.3"
"Butis butis","Butis butis","LR/nt","LC","N","2010.4"
"Centropyge resplendens","Resplendent Pygmy Angelfish","VU","LC","N","2010.4"
"Chaetodon flavocoronatus","Yellow-crowned Butterflyfish","VU","LC","N","2010.4"
"Chaetodon litus","Easter Island Butterflyfish","VU","LC","N","2010.4"
"Chaetodon marleyi","Doublesash Butterflyfish","VU","LC","N","2010.4"
"Chaetodon robustus","Three-banded Butterflyfish","VU","LC","N","2010.4"
"Chiloglanis lufirae",NA,"CR","DD","N","2010.3"
"Chiloglanis reticulatus",NA,"LC","DD","N","2010.3"
"Eleotris melanosoma","Broadhead Sleeper","LR/nt","LC","N","2010.4"
"Epiplatys esekanus",NA,"DD","LC","N","2010.3"
"Fundulopanchax mirabilis",NA,"LC","DD","N","2010.3"
"Fundulus waccamensis","Waccamaw Killifish","VU","EN","G","2010.3"
"Grasseichthys gabonensis",NA,"LC","VU","N","2010.3"
"Haplochromis aelocephalus",NA,"VU","CR(PE)","N","2010.3"
"Haplochromis arcanus",NA,"EX","DD","N","2010.3"
"Haplochromis artaxerxes",NA,"EX","DD","N","2010.3"
"Haplochromis bartoni",NA,"EX","DD","N","2010.3"
"Haplochromis bayoni",NA,"CR","DD","N","2010.3"
"Haplochromis boops",NA,"EX","DD","N","2010.3"
"Haplochromis cassius",NA,"EX","CR(PE)","N","2010.3"
"Haplochromis cavifrons",NA,"CR","DD","N","2010.3"
"Haplochromis chilotes",NA,"VU","LC","N","2010.3"
"Haplochromis chromogynos",NA,"CR","VU","N","2010.3"
"Haplochromis cryptodon",NA,"EN","DD","N","2010.3"
"Haplochromis decticostoma",NA,"EX","DD","N","2010.3"
"Haplochromis dentex",NA,"EX","CR(PE)","N","2010.3"
"Haplochromis estor",NA,"EX","DD","N","2010.3"
"Haplochromis flavipinnis",NA,"EX","CR(PE)","N","2010.3"
"Haplochromis flavus",NA,"EN","LC","N","2010.3"
"Haplochromis gilberti",NA,"EX","DD","N","2010.3"
"Haplochromis gowersi",NA,"EX","DD","N","2010.3"
"Haplochromis howesi","Smok","CR","VU","N","2010.3"
"Haplochromis ishmaeli",NA,"EW","CR(PE)","N","2010.3"
"Haplochromis lividus",NA,"EW","DD","N","2010.3"
"Haplochromis longirostris",NA,"EX","CR(PE)","N","2010.3"
"Haplochromis macrognathus",NA,"EX","CR(PE)","N","2010.3"
"Haplochromis maculipinna",NA,"CR","DD","N","2010.3"
"Haplochromis megalops",NA,"CR","VU","N","2010.3"
"Haplochromis nigrescens",NA,"EX","DD","N","2010.3"
"Haplochromis nubilus",NA,"DD","VU","N","2010.3"
"Haplochromis nyanzae",NA,"EX","DD","N","2010.3"
"Haplochromis obliquidens",NA,"NT","VU","N","2010.3"
"Haplochromis obtusidens",NA,"EX","DD","N","2010.3"
"Haplochromis pachycephalus",NA,"EX","DD","N","2010.3"
"Haplochromis paraguiarti",NA,"EX","DD","N","2010.3"
"Haplochromis paraplagiostoma",NA,"EX","DD","N","2010.3"
"Haplochromis perrieri",NA,"EW","CR(PE)","N","2010.3"
"Haplochromis pharyngomylus",NA,"EX","DD","N","2010.3"
"Haplochromis phytophagus",NA,"CR","DD","N","2010.3"
